!;0.000926349120806369
(;0.000561804633808455
);0.000583077786895867
,;0.0211838703085445
-;0.00595487126196857
.;0.0104409279994018
0;0.000180499480741672
1;0.000395164934623733
2;0.000265914413592642
3;0.000183078044752268
4;0.000151168315121151
5;0.000141821020582743
6;0.000123771072508575
7;0.000104754162930435
8;0.000142143341084067
9;0.000100886316914542
:;0.000450604060851532
?;0.000960837414448081
A;0.00068331946280776
B;0.000689765872834248
C;0.000496373572039599
D;0.00034165973140388
E;0.00047381113694689
F;0.00017082986570194
G;0.000106365765437057
H;0.0000838033303443479
I;0.00021466545388206
J;0.000448025496840937
K;0.0000999193554105686
L;0.000589846517423679
M;0.00098630073405271
N;0.000464141521907158
O;0.000206285120847626
P;0.000386784601589298
Q;0.000183722685754917
R;0.00022562435092709
S;0.000399677421642275
T;0.000145044225595987
U;0.000103142560423813
V;0.000116357700978114
W;0.0000515712802119064
X;0.000109266649948977
Z;0.0000193392300794649
a;0.00155100625237308
b;0.00018984677528008
c;0.000686542667821004
d;0.00071909703845477
e;0.0035129711439348
f;0.000226591312431064
g;0.000194681582799947
h;0.000285898284674756
i;0.00150813762569694
j;0.000121514828999304
k;0.000232070760953579
l;0.0011155512550838
m;0.000827074406398449
n;0.0015722794054605
o;0.00138082102767379
p;0.000544077006235612
q;0.000224012748420468
r;0.00149492248514264
s;0.0017215137975737
t;0.00131603460690759
u;0.0013888790402069
v;0.000413859523700549
w;0.000154713840635719
x;0.000667203437741539
y;0.000477034341960134
z;0.000117324662482087
А;0.00112264230611294
Б;0.000770345998165352
В;0.00124899194263211
Г;0.000333601718870769
Д;0.000879934968615653
Е;0.000269782259608535
Ж;0.000760676383125619
З;0.000142787982086716
И;0.00062272320855877
Й;0.0000290088451191973
К;0.00104979787281362
Л;0.000171152186203264
М;0.000944399068880536
Н;0.00189588918879021
О;0.00117292430431955
П;0.00165189256928763
Р;0.000593392042938248
С;0.000703947974892522
Т;0.000543432365232964
У;0.000157292404646314
Ф;0.000108622008946328
Х;0.000757453178112375
Ц;0.000180499480741672
Ч;0.00027526170813105
Ш;0.000663980232728295
Щ;0.0000547944852251505
Ы;0.0000128928200529766
Ь;0.0000676873052781271
Э;0.000270749221112509
Ю;0.0000547944852251505
Я;0.000340692769899907
а;0.0600125318210915
б;0.0121198954908007
в;0.0330675048718744
г;0.0142636491451093
д;0.0218533299897953
е;0.0608012500878323
ж;0.00782368552864752
з;0.0125846816537105
и;0.0497975504931181
й;0.00863915639699829
к;0.0242536507631583
л;0.0370023935520428
м;0.0210362475189379
н;0.0464605663429065
о;0.0847071170300615
п;0.0178694485934256
р;0.0322446206319931
с;0.0394626659386521
т;0.0429179417128498
у;0.0200141692092382
ф;0.00141949948783272
х;0.00630684524941483
ц;0.00265849949492377
ч;0.0104493083324362
ш;0.006806764346969
щ;0.00219210172950735
ъ;0.000318130334807198
ы;0.0143645354620239
ь;0.0144396361388325
э;0.00200354423623256
ю;0.00454439674817293
я;0.0159754933276433
ё;0.000000322320501324415
ј;0.000000322320501324415
